2023-12-03 06:27:23,1,47,88,81,2
2023-12-03 06:27:24,1,96,88,98,2
2023-12-03 06:27:25,1,95,88,98,2
2023-12-03 06:27:26,1,94,88,98,2
2023-12-03 06:27:27,1,91,88,97,2
2023-12-03 06:27:28,1,94,88,97,2
2023-12-03 06:27:29,1,90,88,97,2
2023-12-03 06:27:30,1,86,88,96,2
2023-12-03 06:27:31,1,87,88,98,2
2023-12-03 06:27:32,1,76,88,96,2
2023-12-03 06:27:33,1,44,88,77,2
2023-12-03 06:27:34,1,57,88,95,2
2023-12-03 06:27:35,1,89,88,96,2
2023-12-03 06:27:36,1,62,88,94,2
2023-12-03 06:27:37,1,38,88,62,2
2023-12-03 06:27:38,1,39,88,77,2
2023-12-03 06:27:39,1,88,88,96,2
2023-12-03 06:27:40,1,90,88,97,2
2023-12-03 06:27:41,1,83,88,96,2
2023-12-03 06:27:42,1,66,88,90,2
2023-12-03 06:27:43,1,22,88,56,2
2023-12-03 06:27:44,1,27,88,65,2
2023-12-03 06:27:45,1,83,88,97,2
2023-12-03 06:27:46,1,87,88,97,2
2023-12-03 06:27:47,1,64,88,88,2
2023-12-03 06:27:48,1,70,88,93,2
2023-12-03 06:27:49,1,71,88,95,2
2023-12-03 06:27:50,1,72,88,95,2
2023-12-03 06:27:51,1,67,88,94,2
2023-12-03 06:27:52,1,25,88,72,2
2023-12-03 06:27:53,1,19,88,57,2
2023-12-03 06:27:54,1,76,88,94,2
2023-12-03 06:27:55,1,80,88,97,2
2023-12-03 06:27:56,1,70,88,93,2
2023-12-03 06:27:57,1,74,88,97,2
2023-12-03 06:27:58,1,91,88,98,2
2023-12-03 06:27:59,1,85,88,98,2
2023-12-03 06:28:00,1,86,88,97,2
2023-12-03 06:28:01,1,88,88,96,2
2023-12-03 06:28:02,1,79,88,95,2
2023-12-03 06:28:03,1,69,88,93,2
2023-12-03 06:28:04,1,44,88,74,2
2023-12-03 06:28:05,1,12,88,44,2
2023-12-03 06:28:06,1,18,88,50,2
2023-12-03 06:28:07,1,59,88,90,2
2023-12-03 06:28:08,1,66,88,88,2
2023-12-03 06:28:09,1,77,88,97,2
2023-12-03 06:28:10,1,85,88,96,2
2023-12-03 06:28:11,1,40,88,84,2
2023-12-03 06:28:12,1,11,88,52,2
2023-12-03 06:28:13,1,66,88,96,2
2023-12-03 06:28:14,1,13,88,48,2
2023-12-03 06:28:15,1,22,88,58,2
2023-12-03 06:28:16,1,82,88,95,2
2023-12-03 06:28:17,1,37,88,85,2
2023-12-03 06:28:18,1,19,88,58,2
2023-12-03 06:28:19,1,73,88,97,2
2023-12-03 06:28:20,1,79,88,96,2
2023-12-03 06:28:21,1,89,88,97,2
2023-12-03 06:28:22,1,85,88,96,2
2023-12-03 06:28:23,1,82,88,97,2
2023-12-03 06:28:24,1,85,88,96,2
2023-12-03 06:28:25,1,81,88,95,2
2023-12-03 06:28:26,1,97,88,99,2
2023-12-03 06:28:27,1,98,88,99,2
