2023-12-03 08:12:20,1,70,88,81,1
2023-12-03 08:12:21,1,68,88,81,0
2023-12-03 08:12:22,1,67,88,75,0
2023-12-03 08:12:23,1,44,88,79,0
2023-12-03 08:12:24,1,54,88,82,0
2023-12-03 08:12:25,1,14,88,31,0
2023-12-03 08:12:26,1,11,88,37,0
2023-12-03 08:12:27,1,7,88,36,0
2023-12-03 08:12:28,1,21,88,43,0
2023-12-03 08:12:29,1,22,88,45,0
2023-12-03 08:12:30,1,29,88,51,0
2023-12-03 08:12:31,1,17,88,36,0
2023-12-03 08:12:32,1,8,88,36,0
2023-12-03 08:12:33,1,43,88,85,0
2023-12-03 08:12:34,1,62,88,93,0
2023-12-03 08:12:35,1,83,88,97,0
2023-12-03 08:12:36,1,63,88,87,0
2023-12-03 08:12:37,1,4,88,22,0
2023-12-03 08:12:38,1,0,88,16,0
2023-12-03 08:12:39,1,0,88,15,0
2023-12-03 08:12:40,1,5,88,22,0
2023-12-03 08:12:41,1,10,88,33,0
2023-12-03 08:12:42,1,12,88,38,0
2023-12-03 08:12:43,1,9,88,28,0
2023-12-03 08:12:44,1,9,88,29,0
2023-12-03 08:12:45,1,12,88,40,0
2023-12-03 08:12:46,1,6,88,27,0
2023-12-03 08:12:47,1,6,88,34,0
2023-12-03 08:12:48,1,8,88,22,0
2023-12-03 08:12:49,1,6,88,25,0
2023-12-03 08:12:50,1,0,88,6,0
2023-12-03 08:12:51,1,1,88,14,0
2023-12-03 08:12:52,1,12,88,27,0
2023-12-03 08:12:53,1,26,88,44,0
2023-12-03 08:12:54,1,17,88,31,0
2023-12-03 08:12:55,1,0,88,17,0
2023-12-03 08:12:56,1,0,88,22,0
2023-12-03 08:12:57,1,0,88,14,0
2023-12-03 08:12:58,1,0,88,21,0
2023-12-03 08:12:59,1,3,88,21,0
2023-12-03 08:13:00,1,0,88,10,0
2023-12-03 08:13:01,1,0,88,9,0
2023-12-03 08:13:02,1,0,88,18,0
2023-12-03 08:13:03,1,0,88,17,0
2023-12-03 08:13:04,1,0,88,3,0
2023-12-03 08:13:05,1,0,88,18,0
2023-12-03 08:13:06,1,6,88,17,0
2023-12-03 08:13:07,1,9,88,28,0
2023-12-03 08:13:08,1,2,88,20,0
2023-12-03 08:13:09,1,0,88,18,0
2023-12-03 08:13:10,1,0,88,8,0
2023-12-03 08:13:11,1,0,88,15,0
2023-12-03 08:13:12,1,2,88,11,0
2023-12-03 08:13:13,1,2,88,14,0
2023-12-03 08:13:14,1,0,88,17,0
2023-12-03 08:13:15,1,0,88,26,0
2023-12-03 08:13:16,1,0,88,14,0
2023-12-03 08:13:17,1,0,88,22,0
2023-12-03 08:13:18,1,5,88,25,0
2023-12-03 08:13:19,1,5,88,32,0
2023-12-03 08:13:20,1,0,88,25,0
2023-12-03 08:13:21,1,0,88,20,0
2023-12-03 08:13:22,1,5,88,28,0
2023-12-03 08:13:23,1,5,88,25,0
2023-12-03 08:13:24,1,1,88,15,0
2023-12-03 08:13:25,1,9,88,29,0
2023-12-03 08:13:26,1,0,88,20,0
2023-12-03 08:13:27,1,0,88,12,0
2023-12-03 08:13:28,1,22,88,45,1
2023-12-03 08:13:29,1,36,88,56,1
2023-12-03 08:13:30,1,55,88,72,1
2023-12-03 08:13:31,1,74,88,79,1
2023-12-03 08:13:32,1,86,88,94,1
2023-12-03 08:13:33,1,81,88,89,1
2023-12-03 08:13:34,1,92,88,95,1
2023-12-03 08:13:35,1,96,88,98,1
2023-12-03 08:13:36,1,91,88,96,1
