2023-12-03 07:54:10,1,66,88,73,1
2023-12-03 07:54:11,1,72,88,82,0
2023-12-03 07:54:12,1,78,88,88,0
2023-12-03 07:54:13,1,62,88,71,0
2023-12-03 07:54:14,1,64,88,76,0
2023-12-03 07:54:15,1,67,88,84,0
2023-12-03 07:54:16,1,25,88,69,0
2023-12-03 07:54:17,1,20,88,56,0
2023-12-03 07:54:18,1,48,88,76,0
2023-12-03 07:54:19,1,60,88,84,0
2023-12-03 07:54:20,1,55,88,87,0
2023-12-03 07:54:21,1,62,88,88,0
2023-12-03 07:54:22,1,66,88,90,0
2023-12-03 07:54:23,1,70,88,88,0
2023-12-03 07:54:24,1,63,88,85,0
2023-12-03 07:54:25,1,48,88,77,0
2023-12-03 07:54:26,1,20,88,62,0
2023-12-03 07:54:27,1,23,88,67,0
2023-12-03 07:54:28,1,67,88,87,0
2023-12-03 07:54:29,1,53,88,78,0
2023-12-03 07:54:30,1,42,88,80,0
2023-12-03 07:54:31,1,35,88,71,0
2023-12-03 07:54:32,1,56,88,87,0
2023-12-03 07:54:33,1,69,88,92,0
2023-12-03 07:54:34,1,64,88,82,0
2023-12-03 07:54:35,1,58,88,83,0
2023-12-03 07:54:36,1,11,88,44,0
2023-12-03 07:54:37,1,23,88,68,0
2023-12-03 07:54:38,1,17,88,58,0
2023-12-03 07:54:39,1,17,88,57,0
2023-12-03 07:54:40,1,47,88,76,0
2023-12-03 07:54:41,1,50,88,78,0
2023-12-03 07:54:42,1,81,88,91,0
2023-12-03 07:54:43,1,79,88,91,0
2023-12-03 07:54:44,1,46,88,73,0
2023-12-03 07:54:45,1,34,88,63,0
2023-12-03 07:54:46,1,22,88,64,0
2023-12-03 07:54:47,1,19,88,62,0
2023-12-03 07:54:48,1,60,88,88,0
2023-12-03 07:54:49,1,53,88,83,0
2023-12-03 07:54:50,1,58,88,82,0
2023-12-03 07:54:51,1,61,88,84,0
2023-12-03 07:54:52,1,67,88,90,0
2023-12-03 07:54:53,1,71,88,90,0
2023-12-03 07:54:54,1,65,88,84,0
2023-12-03 07:54:55,1,55,88,82,0
2023-12-03 07:54:56,1,55,88,82,0
2023-12-03 07:54:57,1,73,88,94,0
2023-12-03 07:54:58,1,53,88,86,0
2023-12-03 07:54:59,1,42,88,77,0
2023-12-03 07:55:00,1,48,88,86,0
2023-12-03 07:55:01,1,61,88,87,0
2023-12-03 07:55:02,1,71,88,91,0
2023-12-03 07:55:03,1,67,88,87,0
2023-12-03 07:55:04,1,57,88,76,0
2023-12-03 07:55:05,1,49,88,77,0
2023-12-03 07:55:06,1,53,88,81,0
2023-12-03 07:55:07,1,70,88,92,0
2023-12-03 07:55:08,1,61,88,87,0
2023-12-03 07:55:09,1,49,88,74,0
2023-12-03 07:55:10,1,57,88,82,0
2023-12-03 07:55:11,1,59,88,82,0
2023-12-03 07:55:12,1,47,88,73,1
2023-12-03 07:55:13,1,48,88,74,1
2023-12-03 07:55:14,1,46,88,61,1
2023-12-03 07:55:15,1,68,88,82,1
2023-12-03 07:55:16,1,72,88,88,1
2023-12-03 07:55:17,1,73,88,89,1
2023-12-03 07:55:18,1,76,88,82,1
2023-12-03 07:55:19,1,70,88,89,1
2023-12-03 07:55:20,1,79,88,92,1
